,Role,Tags,Additional
1255,Senior Fullstack PHP Developer,"[' PHP', ' MySQL', ' Git', ' REST', ' JavaScript', ' HTML', ' ES5+', ' oop', ' Symfony/CakePHP/Slim', ' elasticsearch', ' docker', ' redis', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Redux', ' TypeScript', ' NEXT.JS', ' Python/.NET Core', ' DDD', ' rabbitmq', ' Google Cloud Platform', ' Microsoft Azure']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1256,Senior Fullstack React/Node Engineer,"[' JavaScript', ' Git', ' React', ' Node', ' HTML', ' CSS', ' Docker', ' AWS', ' MySQL', ' redux', ' English', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' TypeScript', ' jQuery', ' Express.js', ' Angular', ' .NET', ' Java', ' android', ' ios', ' swift', ' kotlin']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No ', ' Internal education ': None, ' Self-development roadmap ': None, ' Mentoring ': None}"
1257,Senior Fullstack Ruby Engineer,"[' Ruby', ' Git', ' CSS', ' HTML', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' JavaScript']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1258,Senior Fullstack Ruby on Rails Developer,"[' JavaScript', ' SQL', ' Git', ' Ruby on Rails', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Angular', ' React', ' Vue']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1259,Senior Fullstack Software Engineer,"[' .NET', ' JavaScript', ' Angular', ' TypeScript', ' C#', ' English', ' Polish', ' Team player', ' SQL', ' HTML', ' CSS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1260,Senior Golang Engineer,"[' Git', ' Docker', ' golang', ' English', ' Team player', ' Java', ' SQL', ' Python', ' Kubernetes', ' Communication skills', ' Leadership skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-01-02 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1261,Senior Gradle Engineer (remote),"[' Java', ' Groovy', ' Gradle', ' Python', ' English', ' Git', ' DevOps tools (Ansible, Chef, Puppet)', ' General software engineering skills (patterns, techniqu...', ' Experience in working with Open Source']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1262,Senior Hadoop Developer,"[' Java', ' REST', ' Scala', ' Kafka', ' hadoop', ' Apache', ' Apache Spark', ' Apache Kafka', ' Impala', ' Pig', ' MongoDB', ' SOAP/OSB-services', ' Git', ' Linux', ' Cassandra', ' ETL', ' RedHat', ' Maven', ' Tomcat, Jetty or Weblogic']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (2000 PLN) ', ' Freedom to choose tools ': ' No '}"
1263,Senior IOS Developer,"[' Swift', ' REST', ' CocoaPods', ' Objective-C', ' JSON', ' ios', ' English', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1264,Senior iOS Developer,"[' Swift', ' Git', ' CocoaPods', ' Jenkins', ' Objective-C', ' ios', ' Carthage', ' RxSwift', ' TDD', ' Unit Testing', ' EarlGray', ' XCTest', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
1265,Senior iOS Developer,"[' Git', ' RxSwift', ' iOS SDK', ' ios', ' Continuous Integration', ' Swift/Objective-C', ' Cocoa Touch', ' Code signing/Fastlane', ' Problem solving', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
1266,Senior IOS Developer,"[' Swift', ' iOS SDK', ' ios', ' English', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Objective-C', ' Flutter', ' FinTech experience', ' Cryptocurrencies & blockchain knowledge']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1267,Senior IOS Developer,"[' Swift', ' iOS SDK', ' ios', ' English', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Objective-C', ' Flutter', ' FinTech experience', ' Cryptocurrencies & blockchain knowledge']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1268,Senior IOS Developer,"[' Swift', ' Git', ' REST', ' CocoaPods', ' iOS', ' Debugging mobile platforms', ' CocoaTouch', ' MVC', ' Design patterns', ' Protocol-oriented programming', ' English', ' Communication skills', ' Leadership skills', ' MVVM', ' Reactive programming (Rx)', ' Functional programming']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}"
1269,Senior IOS Developer,"[' Swift', ' ios', ' iOS background activity', ' BLE integration', ' high frequency sensor data', ' application debugging techniques', ' English', ' Critical thinking', ' Problem solving', ' Jenkins', ' fastlane', ' Fabric']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1270,Senior IOS Developer,"[' Swift', ' ios', ' iOS background activity', ' BLE integration', ' high frequency sensor data', ' application debugging techniques', ' English', ' Critical thinking', ' Problem solving', ' Jenkins', ' fastlane', ' Fabric']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1271,Senior iOS Developer,"[' Swift', ' Objective-C', ' ios', ' English', ' Polish', ' Team player', ' jira', ' Basecamp', ' good understanding of agile development']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1272,Senior IOS Developer & Testing Expert,"[' Swift', ' Git', ' MVVM', ' ios', ' Test Automation', ' English', ' Team player', ' Communication skills', ' Android', ' cucumber', ' Gitlab', ' CI/CD']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (2 years) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1273,Senior IOS Developer & Testing Expert,"[' Swift', ' Git', ' MVVM', ' ios', ' Test Automation', ' English', ' Team player', ' Communication skills', ' Android', ' cucumber', ' Gitlab', ' CI/CD']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (2 years) ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1274,Senior iOS Software Engineer,"[' Swift', ' Objective-C', ' iOS SDK', ' ios', ' English', ' Communication skills', ' Critical thinking', ' Problem solving', ' c++']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1275,Senior iOS Software Engineer,"[' Swift', ' Objective-C', ' iOS SDK', ' ios', ' English', ' Communication skills', ' Critical thinking', ' Problem solving', ' c++']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1276,Senior iOS Software Engineer,"[' Swift', ' Objective-C', ' iOS SDK', ' ios', ' English', ' Communication skills', ' Critical thinking', ' Problem solving', ' c++']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1277,Senior iOS Software Engineer,"[' Swift', ' Objective-C', ' iOS SDK', ' ios', ' English', ' Communication skills', ' Critical thinking', ' Problem solving', ' c++']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1278,Senior iOS Software Engineer,"[' Swift', ' Objective-C', ' iOS SDK', ' ios', ' English', ' Communication skills', ' Critical thinking', ' Problem solving', ' c++']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1279,Senior Java Backend Developer,"[' Java', ' Spring', ' REST', ' AWS', ' PostgreSQL', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Hibernate', ' Java EE', ' SQL', ' Docker', ' Critical thinking']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
1280,Senior Java Developer,"[' Java', ' Spring', ' SQL', ' NoSQL', ' Redis', ' Kafka', ' English']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1281,Senior Java Developer,"[' Java', ' Spring', ' Hibernate', ' Oracle DB', ' JPA', ' javascript', ' angular', ' WebSphere Application', ' SOAP', ' Mockito', ' JWT']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (2000 PLN) ', ' Freedom to choose tools ': ' No '}"
1282,Senior Java Developer,"[' Java', ' Spring', ' Hibernate', ' NOSQL', ' AWS', ' Spring Cloud', ' real passion for collaboration', ' strong interpersonal skills', ' industry experience in BigData', ' English', ' Polish']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1283,Senior Java Developer,"[' Java', ' Spring', ' Hibernate', ' English', ' Polish', ' Git', ' REST', ' Java EE', ' AWS', ' Kubernetes']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1284,Senior Java Developer,"[' Spring', ' Hibernate', ' Git', ' REST', ' Maven', ' Jenkins', ' JUnit', ' JPA', ' SQL', ' NoSQL', ' Design Patterns', ' Java 8', ' Team player', ' Communication skills', ' Problem solving', ' Clean Code', ' Java EE', ' Docker', ' Linux', ' MySQL', ' Spring Boot', ' Gradle', ' Azure']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1285,Senior Java Developer,"[' Java', ' Git', ' REST', ' Java EE', ' JUnit', ' SQL', ' Spring', ' Docker', ' Linux']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1286,Senior Java Developer,"[' Java', ' Spring', ' Git', ' REST', ' Maven', ' JUnit', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Docker', ' NoSQL', ' AWS', ' Elasticsearch', ' Mockito', ' GCP', ' Apache Hive', ' Spock', ' Apache Kafka', ' Polish']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1287,Senior Java Developer,"[' Java', ' SQL', ' Spring or JEE platforms', ' design patterns', ' web applications', ' unit tests', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Domain Driven Design', ' GCP/AWS', ' Experience with large datasets']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
1288,Senior Java Developer,"[' Java', ' Spring', ' Linux', ' Oracle DB', ' Mathematics', ' English', ' Team player', ' Critical thinking', ' Problem solving', ' Git', ' Jenkins', ' JUnit', ' JBoss']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
1289,Senior Java Developer,"[' Java', ' Spring', ' Java EE', ' SQL', ' AWS', ' JMS', ' ORM', ' Oracle', ' Maven', ' JUnit', ' ANT', ' Gradle', ' Apache Camel']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
