,Role,Tags,Additional
407,Fullstack PHP Developer,"[' PHP', ' MySQL', ' Git', ' aws', ' javascript', ' English', ' Polish', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Symfony', ' REST', ' Wordpress', ' vue.js', ' webpack', ' rabbit', ' elasticsearch', ' docker', ' celery', ' memcached', ' sympfony']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No ', ' FTE ': None}"
408,Fullstack PHP Developer,"[' PHP', ' MySQL', ' HTML 5', ' CSS 3', ' JavaScript', ' Polish', ' Symfony', ' Git', ' REST', ' Zend', ' SOAP', ' Apache', ' Nginx', ' PrestaShop', ' English', ' Critical thinking', ' Problem solving']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
409,Fullstack PHP/JS Developer,"[' JavaScript', ' PHP/JS', ' HTML5', ' MySQL/MariaDB', ' RWD', ' Knowledge of MVC framework(s)', ' English', ' Polish', ' Communication skills', ' Problem solving', ' Proactivity', ' CSS', ' REST', ' jQuery', ' Sass', ' webpack', ' Less', ' Bootstrap', ' Grunt', ' vue.js', ' Cake PHP', ' AngularJS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
410,Fullstack Python Developer,"[' Python', ' REST', ' Docker', ' React', ' ES6+', ' Django', ' PostgreSQL', ' Flask', ' Celery', ' Angular', ' Azure', ' TypeScript', ' Redux', ' Sass', ' MongoDB', ' Redis', ' webpack']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
411,FullStack Python Engineer,"[' Python', ' Linux', ' PostgreSQL', ' Git', ' Docker', ' SQL', ' javascript', ' English', ' Problem solving', ' rabbit', ' Docker Swarm']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
412,Fullstack Python Engineer,"[' Python', ' React', ' Angular', ' unit test', ' English', ' Linux', ' Git', ' Flask', ' Docker', ' Java', ' Spark', ' CSS', ' HTML', ' scala', ' aws', ' CI/CD', ' hadoop', ' kafka', ' Kerberos', ' ETL', ' Polish']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (5000 PLN) ', ' Freedom to choose tools ': ' Yes '}"
413,Fullstack React and Node Engineer,"[' JavaScript', ' React', ' Node', ' HTML', ' CSS', ' AWS', ' MySQL', ' redux', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' TypeScript', ' jQuery', ' Express.js', ' Angular', ' MongoDB', ' Docker', ' .NET', ' Java', ' android', ' ios', ' swift', ' kotlin', ' Leadership skills']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No ', ' Internal education ': None, ' Self-development roadmap ': None, ' Mentoring ': None}"
414,FullStack React Engineer,"[' Node', ' JavaScript', ' React', ' Git', ' REST', ' English', ' Problem solving', ' AWS']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
415,GCP Data Engineer,"[' Java', ' SQL', ' REST', ' Linux', ' PostgreSQL', ' GCP', ' English', ' Communication skills', ' Problem solving', ' Python', ' Docker', ' Scala', ' Kafka']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
416,Główny Analityk,"[' SQL', ' UML', ' BPMN', ' JIRA', ' Enterprise architect', ' Confluence', ' Excel', ' Business analysis', ' System analysis', ' English', ' Polish', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Financial business domain', ' SCRUM']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
417,Golang Engineer,"[' Git', ' Docker', ' golang', ' English', ' Team player', ' Java', ' SQL', ' Python', ' Kubernetes', ' Communication skills', ' Leadership skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' 2020-01-02 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
418,Google Cloud Platform Engineer,"[' Big Data', ' Google Cloud Platform', ' Linux / Unix', ' Windows', ' Communication skills', ' Critical thinking', ' Problem solving', ' English min. B2', ' Experience with Agile/DevOps environmet', ' SQL', ' Python', ' Scala', ' Spark', ' Java']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
419,Hardware-in-the-loop Engineer,"[' Python', ' HiL', ' C#', ' Research skills', ' English', ' Polish', ' Analytical skills', ' Automotive background', ' HIL simulation/testing', ' Self-managing skills', ' Basics in electronic circuits', ' Automotive communication protocols']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
420,Head of Cloud Engineering,"[' C#', ' microsoft', ' devops', ' English', ' Polish', ' Leadership skills', ' React', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
421,Head of Marketing,"[' Content marketing', ' Google Tag Marketing', ' Define budget', ' Go-to-market plans creation', ' Perform marketing campaigns', ' Offline marketing', ' Polish', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' Social Networking', ' Create and execute quarterly roadmaps', ' English C level', ' Understanding of IT (tools, methodology)', ' Negotiation skills']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
422,HPC/SCP Engineer,"[' Linux', ' Windows Server', ' Unix', ' AWS', ' Docker', ' Kubernetes', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Shell', ' Python', ' VMware', ' Security', ' GPC', ' Azure', ' HPC']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes  (14000 PLN) ', ' Freedom to choose tools ': ' Yes '}"
423,HTML5 Developer,"[' HTML&CSS', ' JavaScript', ' webpack', ' typescript', ' phaser', ' photoshop', ' node.js', ' git', ' English', ' pixi.js', ' cocos2d-js', ' three.js']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
424,Infrastructure Tool Engineer,"[' Active Directory', ' 3+ of exp. with Active Directory mgmt', ' Infrastr.  Serv.: DNS, DHCP, PKI, SSO', ' DNS', ' DHCP', ' PKI', ' ADFS', ' English', ' Team player', ' Communication skills', ' Problem solving', ' PowerShell or Bash or Python', ' Windows Server', ' Microsoft Azure', ' GitHub', ' Team Foundation Server or similar']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
425,Integration Engineer,"[' Linux', ' Docker', ' Python', ' Ansible', ' Git', ' vSphere', ' vMWare', ' CentOS', ' English', ' networking', ' Jenkins', ' Puppet', ' Virtualization', ' Juniper']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
426,Intern Big Data - Data Science,"[' Experience in statistical analysis', ' R OR Python', ' English', ' Polish', ' Problem solving', ' Analytical thinking']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
427,Inżynier ds.  wdrożeń usług IT,"[' powershell', ' linux', ' office 365', ' ms sql', ' mysql', ' ADFS', ' IIS']","{' Start ': ' 2020-02-03 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
428,IOS Developer,"[' Swift', ' Git', ' ios', ' English', ' Communication skills', ' TDD']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
429,IOS Developer,"[' Swift', ' Git', ' ios', ' English', ' Communication skills', ' TDD']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (3 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
430,iOS Developer,"[' Swift', ' REST', ' JSON', ' ios', ' Objective-C']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
431,IOS Developer,"[' Swift', ' REST', ' CocoaPods', ' Objective-C', ' JSON', ' ios', ' English', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
432,IOS Developer,"[' Swift', ' Git', ' Xcode', ' ios', ' Kotlin', ' IB', ' Auto Layout', "" Apple's HIG"", ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' REST', ' monitoring', ' automation', ' ASP.NET', ' PHP', ' RoR', ' Polish']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes ', ' Relocation package ': None}"
433,IOS Developer,"[' Swift', ' Objective-C', ' JSON', ' ios', ' Cocoa Touch', ' MapKit', ' SQLite', ' English', ' Team player', ' Communication skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' REST', ' Jenkins', ' iOS SDK', ' PushNotifications', ' Polish']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
434,iOS Developer,"[' Swift', ' ios', ' Objective-C', ' Scrum', ' Contribute in open source projects', ' English', ' Team player', ' Self-motivated', ' Strong communication skills']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' 80 % ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}"
435,IOS Developer,"[' Swift', ' Git', ' Objective-C', ' iOS SDK', ' ios', ' English', ' Team player', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
436,IOS Developer,"[' Swift', ' Git', ' REST', ' Xcode', ' CocoaPods', ' Objective-C', ' iOS SDK', ' ios', ' Firebase', ' Xcode Instruments', ' Communication skills']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' 80 % ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
437,IOS Developer,"[' Git', ' REST', ' Jenkins', ' Objective-C', ' iOS SDK', ' ios', ' 3rd party library', ' English', ' Team player', ' Problem solving', ' Android']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
438,IOS Developer,"[' Swift', ' Git', ' Xcode', ' CocoaPods', ' iOS SDK', ' ios', ' OOP', ' POP', ' design patterns', ' fastlane', ' Realm', ' Xcode Instruments', ' unit test', ' English', ' Polish', ' Communication skills', ' Problem solving', ' Proactivity']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' Yes '}"
439,iOS Developer,"[' Swift', ' ios', ' English', ' 2-3 years of experience', ' Git', ' TDD']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
440,iOS Developer,"[' Swift', ' Git', ' Xcode', ' CocoaPods', ' XCTest, XCUITest', ' Instruments tool', ' English', ' Polish', ' Team player', ' SOLID principles', ' Objective-C', ' Continuous integration', ' ARKit', ' CoreML', ' Combine']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (4 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Time for self-development ': None}"
441,iOS Developer,"[' Swift', ' Objective-C', ' iOS', ' Android', ' React Native']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
442,iOS Developer (USA),"[' Swift', ' Git', ' REST', ' Xcode', ' MVVM', ' CocoaPods', ' Jenkins', ' Objective-C', ' iOS SDK', ' fastlane', ' ios', ' mvc', ' tdd', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' work on-site in the USA', ' XP methodology', ' Swift Ecosytem', ' SwiftLint', ' CocoaLumberjack', ' Alamofire', ' Moya', ' Fabric', ' Amplitude']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
443,iOS Developer (USA),"[' Swift', ' Git', ' REST', ' Xcode', ' MVVM', ' CocoaPods', ' Jenkins', ' Objective-C', ' iOS SDK', ' fastlane', ' ios', ' mvc', ' tdd', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' work on-site in the USA', ' XP methodology', ' Swift Ecosytem', ' SwiftLint', ' CocoaLumberjack', ' Alamofire', ' Moya', ' Fabric', ' Amplitude']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
444,iOS Developer (USA),"[' Swift', ' Git', ' REST', ' Xcode', ' MVVM', ' CocoaPods', ' Jenkins', ' Objective-C', ' iOS SDK', ' fastlane', ' ios', ' mvc', ' tdd', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' work on-site in the USA', ' XP methodology', ' Swift Ecosytem', ' SwiftLint', ' CocoaLumberjack', ' Alamofire', ' Moya', ' Fabric', ' Amplitude']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Relocation package ': ' Yes  (4000 PLN) ', ' Freedom to choose tools ': ' No '}"
445,iOS - Programista testów automatycznych,"[' Swift', ' ios', ' English', ' XCTest', ' XCUITest', ' Appium', ' Calabash', ' KIFTest']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' 95 % ', ' Remote possible ': ' Fully remote ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
446,iOS Software Engineer,"[' Swift', ' Git', ' Xcode', ' ios', ' UIKit', ' English', ' REST API', ' Unit Testing', ' Team player', ' Critical thinking']","{' Job profile ': ' Mainly new features ', ' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Employment contract - Yes  +1 ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
447,IT Analyst,"[' SQL', ' UML', ' Enterprise architect', ' Business analysis', ' System analysis', ' English', ' Polish', ' Communication skills', ' Leadership skills', ' Team work coordination', ' Communication with many parties involved', ' JIRA', ' Confluence', ' Oracle']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes '}"
448,IT Application Support Specialist,"[' SQL', ' Windows', ' MySQL', ' English', ' Polish', ' Problem solving']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
449,IT Business Analyst,"[' JIRA', ' Confluence', ' Excel', ' Business analysis', ' System analysis', ' English', ' Communication skills', ' Problem solving', ' SQL']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
450,IT Conductor,"[' Excel', ' Business analysis', ' English', ' Team player', ' Communication skills', ' Leadership skills', ' Critical thinking', ' Problem solving', ' Proactivity', ' SQL', ' System analysis', ' Coaching', ' SEO']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' Yes '}"
451,IT Infrastructure Engineer,"[' System administration on Microsoft', ' Azure', ' Saas', ' Paas', ' AAD', ' AD', ' SCCM', ' SCOM', ' Intune', ' Hyper-V', ' Vizualizációs technológiák', ' Storage technológiák', ' Monitoring technológiák', ' sql', ' SharePoint', ' HP switches', ' FortiGate tűzfalak', ' English']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Cafeteria ': None, ' Egészségbiztosítás ': None, ' Éves bónusz ': None}"
452,IT Junior Systems Administrator,"[' SQL', ' Windows', ' Windows Server', ' Security', ' English', ' Polish', ' Problem solving']","{' Start ': ' 2020-01-06 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No ', ' Opportunity to develop and broaden ... ': None, ' Real opportunities for growth ': None, ' Working in a good collegial working... ': None, ' Attractive and future-proof workpla... ': None, ' Attractive salary ': None, ' Flexible working hours ': None}"
453,IT Junior Systems Administrator,"[' SQL', ' Windows', ' Windows Server', ' Security', ' English', ' Polish', ' Problem solving']","{' Start ': ' 2020-01-06 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' A lot ', ' Freedom to choose tools ': ' No ', ' Opportunity to develop and broaden ... ': None, ' Real opportunities for growth ': None, ' Working in a good collegial working... ': None, ' Attractive and future-proof workpla... ': None, ' Attractive salary ': None, ' Flexible working hours ': None}"
454,IT rendszertámogató munkatárs,"[' Windows Server', ' Windows rendszergazdai ismeretek', ' Hálózati ismeretek', ' Folyamat/rendszer szemlélet', ' 1-3 év üzemeltetési tapasztalat', ' English', ' Linux', ' SQL', ' Active Directory', ' Microsoft Failover Cluster', ' ITIL módszertan', ' Rendszerek architektúrájának tervezése', ' B típusú jogosítvány', ' Felsőfokú informatikai végzettség', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
455,IT Solution Architect in Vienna,"[' Data Hub', ' sql', ' ETL tools', ' English', ' Critical thinking', ' Problem solving', ' Banking industry', ' Java', ' C#', ' Team player', ' Communication skills']","{' Start ': ' ASAP ', ' Contract duration ': ' Temporary contract (3 years) ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' some ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
456,IT Support Specialist,"[' SQL', ' HML', ' English', ' Linux', ' Unix', ' Java', ' German']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' No ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (2 days a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Relocation package ': ' Yes ', ' Freedom to choose tools ': ' No '}"
457,IT Support Specialist,"[' Windows', ' English', ' Team player', ' Communication skills', ' Problem solving', ' Proactivity', ' Linux', ' SQL']","{' Start ': ' 2019-11-15 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' some ', ' Freedom to choose tools ': ' No '}"
458,IT Support Specialist,"[' Windows', ' Active Directory', ' Microsoft', ' Problem solving', ' SQL', ' Windows Server', ' SAP', ' VMware', ' English']","{' Start ': ' ASAP ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': ' Yes ', ' Part time work ': ' No ', ' Remote possible ': ' No ', ' Flexible hours ': ' No ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' No '}"
459,IT System Architect_Technical Analyst,"[' Scala', ' UML / BPMN modelling', ' REST / JSON / Postman', ' Jira / Confluence', ' Docker / Kubernetes', ' Elasticsearch / Kibana']","{' Start ': ' 2020-01-02 ', ' Contract duration ': ' Permanent contract ', ' Paid holiday ': None, ' Part time work ': ' No ', ' Remote possible ': ' Yes (1 day a week) ', ' Flexible hours ': ' Yes ', ' Travel involved ': ' No ', ' Freedom to choose tools ': ' Yes ', ' Hardware and software chosen by you ': None, ' Medical health care ': None, ' Internal Tech Talks ': None}"
